Ticker,Date,Open,Close
aapl,2018-06-30 00:00:00-04:00,44.53,44.45
aapl,2018-07-31 00:00:00-04:00,45.44,45.47
aapl,2018-08-31 00:00:00-04:00,50.89,51.1
aapl,2018-09-30 00:00:00-04:00,53.31,53.24
aapl,2018-10-31 00:00:00-04:00,53.03,52.95
aapl,2018-11-30 00:00:00-05:00,46.11,45.97
aapl,2018-12-31 00:00:00-05:00,39.76,39.52
aapl,2019-01-31 00:00:00-05:00,36.96,37.09
aapl,2019-02-28 00:00:00-05:00,41.37,41.45
aapl,2019-03-31 00:00:00-04:00,44.27,44.29
aapl,2019-04-30 00:00:00-04:00,48.29,48.45
aapl,2019-05-31 00:00:00-04:00,46.25,46.33
aapl,2019-06-30 00:00:00-04:00,46.73,46.81
aapl,2019-07-31 00:00:00-04:00,49.74,49.78
aapl,2019-08-31 00:00:00-04:00,49.93,49.85
aapl,2019-09-30 00:00:00-04:00,53.01,53.08
aapl,2019-10-31 00:00:00-04:00,57.2,57.29
aapl,2019-11-30 00:00:00-05:00,63.87,64.07
aapl,2019-12-31 00:00:00-05:00,67.25,67.53
aapl,2020-01-31 00:00:00-05:00,75.99,76.17
aapl,2020-02-29 00:00:00-05:00,75.92,76.16
aapl,2020-03-31 00:00:00-04:00,63.91,64.24
aapl,2020-04-30 00:00:00-04:00,66.54,66.68
aapl,2020-05-31 00:00:00-04:00,75.77,76.04
aapl,2020-06-30 00:00:00-04:00,84.57,84.88
aapl,2020-07-31 00:00:00-04:00,93.68,93.83
aapl,2020-08-31 00:00:00-04:00,115.01,115.34
aapl,2020-09-30 00:00:00-04:00,114.17,113.23
aapl,2020-10-31 00:00:00-04:00,114.78,114.5
aapl,2020-11-30 00:00:00-05:00,114.99,115.07
aapl,2020-12-31 00:00:00-05:00,125.28,125.42
aapl,2021-01-31 00:00:00-05:00,131.14,131.08
aapl,2021-02-28 00:00:00-05:00,130.23,129.75
aapl,2021-03-31 00:00:00-04:00,120.47,120.26
aapl,2021-04-30 00:00:00-04:00,129.93,130.07
aapl,2021-05-31 00:00:00-04:00,125.52,125.27
aapl,2021-06-30 00:00:00-04:00,127.99,128.45
aapl,2021-07-31 00:00:00-04:00,142.9,143.46
aapl,2021-08-31 00:00:00-04:00,146.32,146.64
aapl,2021-09-30 00:00:00-04:00,147.5,146.81
aapl,2021-10-31 00:00:00-04:00,143.51,144.09
aapl,2021-11-30 00:00:00-05:00,152.23,152.88
aapl,2021-12-31 00:00:00-05:00,171.66,172.05
aapl,2022-01-31 00:00:00-05:00,168.73,168.39
aapl,2022-02-28 00:00:00-05:00,168.35,168.54
aapl,2022-03-31 00:00:00-04:00,163.59,164.09
aapl,2022-04-30 00:00:00-04:00,166.24,165.59
aapl,2022-05-31 00:00:00-04:00,147.4,147.5
aapl,2022-06-30 00:00:00-04:00,139.12,138.97
aapl,2022-07-31 00:00:00-04:00,147.56,148.78
aapl,2022-08-31 00:00:00-04:00,166.16,166.09
aapl,2022-09-30 00:00:00-04:00,152.59,152.31
aapl,2022-10-31 00:00:00-04:00,143.45,144.35
aapl,2022-11-30 00:00:00-05:00,145.6,145.39
aapl,2022-12-31 00:00:00-05:00,138.33,137.48
aapl,2023-01-31 00:00:00-05:00,134.73,135.38
aapl,2023-02-28 00:00:00-05:00,149.93,150.67
aapl,2023-03-31 00:00:00-04:00,154.24,154.75
aapl,2023-04-30 00:00:00-04:00,164.21,164.82
aapl,2023-05-31 00:00:00-04:00,172.41,172.53
aapl,2023-06-30 00:00:00-04:00,180.36,180.7
abnb,2020-12-31 00:00:00-05:00,148.51,147.63
abnb,2021-01-31 00:00:00-05:00,167.94,168.43
abnb,2021-02-28 00:00:00-05:00,198.31,197.92
abnb,2021-03-31 00:00:00-04:00,189.37,188.76
abnb,2021-04-30 00:00:00-04:00,178.69,177.57
abnb,2021-05-31 00:00:00-04:00,145.11,143.78
abnb,2021-06-30 00:00:00-04:00,148.7,149.07
abnb,2021-07-31 00:00:00-04:00,142.77,142.3
abnb,2021-08-31 00:00:00-04:00,148.77,150.02
abnb,2021-09-30 00:00:00-04:00,165.15,166.06
abnb,2021-10-31 00:00:00-04:00,170.01,169.69
abnb,2021-11-30 00:00:00-05:00,187.86,188.87
abnb,2021-12-31 00:00:00-05:00,169.63,170.04
abnb,2022-01-31 00:00:00-05:00,157.7,157.71
abnb,2022-02-28 00:00:00-05:00,163.32,164.05
abnb,2022-03-31 00:00:00-04:00,155.98,156.68
abnb,2022-04-30 00:00:00-04:00,164.4,163.42
abnb,2022-05-31 00:00:00-04:00,124.54,122.58
abnb,2022-06-30 00:00:00-04:00,106.8,106.01
abnb,2022-07-31 00:00:00-04:00,98.91,100.09
abnb,2022-08-31 00:00:00-04:00,116.17,116.89
abnb,2022-09-30 00:00:00-04:00,113.95,114.42
abnb,2022-10-31 00:00:00-04:00,112.76,112.96
abnb,2022-11-30 00:00:00-05:00,99.83,99.31
abnb,2022-12-31 00:00:00-05:00,91.06,90.73
abnb,2023-01-31 00:00:00-05:00,97.86,99.17
abnb,2023-02-28 00:00:00-05:00,121.89,122.41
abnb,2023-03-31 00:00:00-04:00,120.59,120.43
abnb,2023-04-30 00:00:00-04:00,115.8,115.76
abnb,2023-05-31 00:00:00-04:00,112.03,112.26
abnb,2023-06-30 00:00:00-04:00,116.79,118.07
adbe,2018-06-30 00:00:00-04:00,247.26,247.02
adbe,2018-07-31 00:00:00-04:00,252.89,252.83
adbe,2018-08-31 00:00:00-04:00,254.59,255.48
adbe,2018-09-30 00:00:00-04:00,266.16,266.22
adbe,2018-10-31 00:00:00-04:00,253.94,252.0
adbe,2018-11-30 00:00:00-05:00,238.38,238.45
adbe,2018-12-31 00:00:00-05:00,233.4,231.84
adbe,2019-01-31 00:00:00-05:00,237.04,237.95
adbe,2019-02-28 00:00:00-05:00,257.18,257.86
adbe,2019-03-31 00:00:00-04:00,261.0,261.04
adbe,2019-04-30 00:00:00-04:00,273.49,273.73
adbe,2019-05-31 00:00:00-04:00,276.72,277.34
adbe,2019-06-30 00:00:00-04:00,283.17,282.34
adbe,2019-07-31 00:00:00-04:00,306.27,306.38
adbe,2019-08-31 00:00:00-04:00,289.07,288.31
adbe,2019-09-30 00:00:00-04:00,280.66,280.04
adbe,2019-10-31 00:00:00-04:00,272.05,272.07
adbe,2019-11-30 00:00:00-05:00,295.03,295.53
adbe,2019-12-31 00:00:00-05:00,316.94,317.25
adbe,2020-01-31 00:00:00-05:00,344.0,344.95
adbe,2020-02-29 00:00:00-05:00,365.12,365.53
adbe,2020-03-31 00:00:00-04:00,316.57,318.99
adbe,2020-04-30 00:00:00-04:00,329.93,329.45
adbe,2020-05-31 00:00:00-04:00,367.44,368.56
adbe,2020-06-30 00:00:00-04:00,410.25,411.54
adbe,2020-07-31 00:00:00-04:00,442.54,442.41
adbe,2020-08-31 00:00:00-04:00,466.14,468.46
adbe,2020-09-30 00:00:00-04:00,488.61,485.75
adbe,2020-10-31 00:00:00-04:00,490.57,488.29
adbe,2020-11-30 00:00:00-05:00,469.81,468.33
adbe,2020-12-31 00:00:00-05:00,491.34,491.36
adbe,2021-01-31 00:00:00-05:00,472.72,470.75
adbe,2021-02-28 00:00:00-05:00,482.85,483.54
adbe,2021-03-31 00:00:00-04:00,452.14,451.37
adbe,2021-04-30 00:00:00-04:00,507.62,508.68
adbe,2021-05-31 00:00:00-04:00,490.84,489.34
adbe,2021-06-30 00:00:00-04:00,543.2,545.71
adbe,2021-07-31 00:00:00-04:00,607.29,609.2
adbe,2021-08-31 00:00:00-04:00,638.32,639.68
adbe,2021-09-30 00:00:00-04:00,642.65,638.85
adbe,2021-10-31 00:00:00-04:00,607.18,608.76
adbe,2021-11-30 00:00:00-05:00,664.35,663.91
adbe,2021-12-31 00:00:00-05:00,606.1,603.59
adbe,2022-01-31 00:00:00-05:00,519.24,519.63
adbe,2022-02-28 00:00:00-05:00,486.39,484.16
adbe,2022-03-31 00:00:00-04:00,445.62,445.07
adbe,2022-04-30 00:00:00-04:00,431.93,428.74
adbe,2022-05-31 00:00:00-04:00,400.7,401.8
adbe,2022-06-30 00:00:00-04:00,391.34,391.45
adbe,2022-07-31 00:00:00-04:00,385.38,387.28
adbe,2022-08-31 00:00:00-04:00,419.99,418.53
adbe,2022-09-30 00:00:00-04:00,326.99,325.92
adbe,2022-10-31 00:00:00-04:00,299.64,301.07
adbe,2022-11-30 00:00:00-05:00,322.76,322.72
adbe,2022-12-31 00:00:00-05:00,336.43,335.69
adbe,2023-01-31 00:00:00-05:00,347.97,349.57
adbe,2023-02-28 00:00:00-05:00,363.53,363.15
adbe,2023-03-31 00:00:00-04:00,353.12,354.11
adbe,2023-04-30 00:00:00-04:00,376.45,376.62
adbe,2023-05-31 00:00:00-04:00,363.49,364.08
adbe,2023-06-30 00:00:00-04:00,442.1,443.91
adi,2018-06-30 00:00:00-04:00,90.35,90.03
adi,2018-07-31 00:00:00-04:00,88.41,88.36
adi,2018-08-31 00:00:00-04:00,87.8,88.16
adi,2018-09-30 00:00:00-04:00,85.62,85.58
adi,2018-10-31 00:00:00-04:00,77.57,77.3
adi,2018-11-30 00:00:00-05:00,80.3,80.72
adi,2018-12-31 00:00:00-05:00,79.91,79.6
adi,2019-01-31 00:00:00-05:00,81.84,82.57
adi,2019-02-28 00:00:00-05:00,95.16,95.46
adi,2019-03-31 00:00:00-04:00,99.3,99.15
adi,2019-04-30 00:00:00-04:00,103.79,104.14
adi,2019-05-31 00:00:00-04:00,97.43,97.32
adi,2019-06-30 00:00:00-04:00,98.92,99.07
adi,2019-07-31 00:00:00-04:00,108.33,108.3
adi,2019-08-31 00:00:00-04:00,101.96,101.73
adi,2019-09-30 00:00:00-04:00,105.91,105.75
adi,2019-10-31 00:00:00-04:00,102.37,101.87
adi,2019-11-30 00:00:00-05:00,104.5,104.65
adi,2019-12-31 00:00:00-05:00,109.4,109.49
adi,2020-01-31 00:00:00-05:00,110.57,110.2
adi,2020-02-29 00:00:00-05:00,108.91,108.83
adi,2020-03-31 00:00:00-04:00,89.82,90.02
adi,2020-04-30 00:00:00-04:00,93.84,94.39
adi,2020-05-31 00:00:00-04:00,102.2,101.94
adi,2020-06-30 00:00:00-04:00,114.21,114.17
adi,2020-07-31 00:00:00-04:00,111.86,111.72
adi,2020-08-31 00:00:00-04:00,111.6,111.53
adi,2020-09-30 00:00:00-04:00,110.01,109.99
adi,2020-10-31 00:00:00-04:00,115.37,115.23
adi,2020-11-30 00:00:00-05:00,127.04,127.23
adi,2020-12-31 00:00:00-05:00,136.92,137.02
adi,2021-01-31 00:00:00-05:00,147.94,147.83
adi,2021-02-28 00:00:00-05:00,148.75,149.03
adi,2021-03-31 00:00:00-04:00,145.57,145.35
adi,2021-04-30 00:00:00-04:00,152.71,152.63
adi,2021-05-31 00:00:00-04:00,148.49,148.81
adi,2021-06-30 00:00:00-04:00,160.12,160.33
adi,2021-07-31 00:00:00-04:00,159.12,159.07
adi,2021-08-31 00:00:00-04:00,162.75,162.38
adi,2021-09-30 00:00:00-04:00,164.41,164.7
adi,2021-10-31 00:00:00-04:00,165.75,165.85
adi,2021-11-30 00:00:00-05:00,177.11,177.25
adi,2021-12-31 00:00:00-05:00,172.92,172.39
adi,2022-01-31 00:00:00-05:00,162.34,161.84
adi,2022-02-28 00:00:00-05:00,157.02,157.2
adi,2022-03-31 00:00:00-04:00,154.76,154.86
adi,2022-04-30 00:00:00-04:00,155.15,154.92
adi,2022-05-31 00:00:00-04:00,155.73,156.27
adi,2022-06-30 00:00:00-04:00,151.77,151.05
adi,2022-07-31 00:00:00-04:00,152.12,153.52
adi,2022-08-31 00:00:00-04:00,166.34,166.19
adi,2022-09-30 00:00:00-04:00,145.67,145.56
adi,2022-10-31 00:00:00-04:00,141.42,141.46
adi,2022-11-30 00:00:00-05:00,155.31,155.72
adi,2022-12-31 00:00:00-05:00,165.51,165.36
adi,2023-01-31 00:00:00-05:00,165.45,165.8
adi,2023-02-28 00:00:00-05:00,181.29,181.51
adi,2023-03-31 00:00:00-04:00,185.38,185.59
adi,2023-04-30 00:00:00-04:00,186.97,186.55
adi,2023-05-31 00:00:00-04:00,180.69,181.6
adi,2023-06-30 00:00:00-04:00,181.2,181.87
aph,2018-06-30 00:00:00-04:00,42.41,42.32
aph,2018-07-31 00:00:00-04:00,42.55,42.72
aph,2018-08-31 00:00:00-04:00,44.83,44.83
aph,2018-09-30 00:00:00-04:00,45.5,45.48
aph,2018-10-31 00:00:00-04:00,41.85,41.66
aph,2018-11-30 00:00:00-05:00,42.02,41.98
aph,2018-12-31 00:00:00-05:00,39.45,39.28
aph,2019-01-31 00:00:00-05:00,39.16,39.35
aph,2019-02-28 00:00:00-05:00,43.82,43.98
aph,2019-03-31 00:00:00-04:00,45.4,45.32
aph,2019-04-30 00:00:00-04:00,48.67,48.98
aph,2019-05-31 00:00:00-04:00,44.65,44.56
aph,2019-06-30 00:00:00-04:00,45.13,45.17
aph,2019-07-31 00:00:00-04:00,46.6,46.6
aph,2019-08-31 00:00:00-04:00,42.01,41.87
aph,2019-09-30 00:00:00-04:00,44.55,44.7
aph,2019-10-31 00:00:00-04:00,47.25,47.28
aph,2019-11-30 00:00:00-05:00,49.48,49.55
aph,2019-12-31 00:00:00-05:00,51.27,51.24
aph,2020-01-31 00:00:00-05:00,51.74,51.65
aph,2020-02-29 00:00:00-05:00,48.88,48.78
aph,2020-03-31 00:00:00-04:00,38.43,38.6
aph,2020-04-30 00:00:00-04:00,38.99,39.14
aph,2020-05-31 00:00:00-04:00,42.84,42.9
aph,2020-06-30 00:00:00-04:00,47.92,47.75
aph,2020-07-31 00:00:00-04:00,48.78,48.85
aph,2020-08-31 00:00:00-04:00,52.79,52.96
aph,2020-09-30 00:00:00-04:00,52.37,52.21
aph,2020-10-31 00:00:00-04:00,55.38,55.45
aph,2020-11-30 00:00:00-05:00,60.41,60.6
aph,2020-12-31 00:00:00-05:00,64.01,63.91
aph,2021-01-31 00:00:00-05:00,64.69,64.49
aph,2021-02-28 00:00:00-05:00,63.65,63.59
aph,2021-03-31 00:00:00-04:00,62.61,62.66
aph,2021-04-30 00:00:00-04:00,66.61,66.59
aph,2021-05-31 00:00:00-04:00,65.2,65.15
aph,2021-06-30 00:00:00-04:00,66.71,66.66
aph,2021-07-31 00:00:00-04:00,68.5,68.65
aph,2021-08-31 00:00:00-04:00,73.0,73.17
aph,2021-09-30 00:00:00-04:00,74.61,74.46
aph,2021-10-31 00:00:00-04:00,75.04,75.19
aph,2021-11-30 00:00:00-05:00,80.84,81.04
aph,2021-12-31 00:00:00-05:00,82.56,82.66
aph,2022-01-31 00:00:00-05:00,79.78,79.44
aph,2022-02-28 00:00:00-05:00,75.98,75.99
aph,2022-03-31 00:00:00-04:00,74.25,74.08
aph,2022-04-30 00:00:00-04:00,71.51,71.27
aph,2022-05-31 00:00:00-04:00,69.15,69.14
aph,2022-06-30 00:00:00-04:00,66.17,66.03
aph,2022-07-31 00:00:00-04:00,66.78,67.29
aph,2022-08-31 00:00:00-04:00,76.85,76.82
aph,2022-09-30 00:00:00-04:00,71.6,71.43
aph,2022-10-31 00:00:00-04:00,70.31,70.56
aph,2022-11-30 00:00:00-05:00,77.51,77.57
aph,2022-12-31 00:00:00-05:00,77.87,77.75
aph,2023-01-31 00:00:00-05:00,78.35,78.66
aph,2023-02-28 00:00:00-05:00,79.61,79.72
aph,2023-03-31 00:00:00-04:00,78.09,78.14
aph,2023-04-30 00:00:00-04:00,77.62,77.5
aph,2023-05-31 00:00:00-04:00,75.45,75.35
aph,2023-06-30 00:00:00-04:00,77.85,78.21
crm,2018-06-30 00:00:00-04:00,136.87,136.78
crm,2018-07-31 00:00:00-04:00,144.32,144.27
crm,2018-08-31 00:00:00-04:00,146.15,146.63
crm,2018-09-30 00:00:00-04:00,154.73,155.08
crm,2018-10-31 00:00:00-04:00,145.64,144.37
crm,2018-11-30 00:00:00-05:00,133.01,132.75
crm,2018-12-31 00:00:00-05:00,134.97,134.62
crm,2019-01-31 00:00:00-05:00,145.47,146.07
crm,2019-02-28 00:00:00-05:00,159.2,159.74
crm,2019-03-31 00:00:00-04:00,160.02,159.63
crm,2019-04-30 00:00:00-04:00,160.44,160.38
crm,2019-05-31 00:00:00-04:00,156.71,156.91
crm,2019-06-30 00:00:00-04:00,153.19,152.65
crm,2019-07-31 00:00:00-04:00,156.88,156.76
crm,2019-08-31 00:00:00-04:00,147.25,146.83
crm,2019-09-30 00:00:00-04:00,152.8,152.36
crm,2019-10-31 00:00:00-04:00,148.19,148.66
crm,2019-11-30 00:00:00-05:00,161.74,161.69
crm,2019-12-31 00:00:00-05:00,160.65,160.94
crm,2020-01-31 00:00:00-05:00,178.94,179.96
crm,2020-02-29 00:00:00-05:00,185.81,185.97
crm,2020-03-31 00:00:00-04:00,150.54,150.8
crm,2020-04-30 00:00:00-04:00,152.05,152.1
crm,2020-05-31 00:00:00-04:00,172.07,172.32
crm,2020-06-30 00:00:00-04:00,179.92,180.67
crm,2020-07-31 00:00:00-04:00,192.29,192.39
crm,2020-08-31 00:00:00-04:00,213.5,215.54
crm,2020-09-30 00:00:00-04:00,251.0,250.05
crm,2020-10-31 00:00:00-04:00,254.6,253.03
crm,2020-11-30 00:00:00-05:00,253.43,252.27
crm,2020-12-31 00:00:00-05:00,226.21,225.08
crm,2021-01-31 00:00:00-05:00,221.21,220.83
crm,2021-02-28 00:00:00-05:00,238.7,238.04
crm,2021-03-31 00:00:00-04:00,212.13,211.37
crm,2021-04-30 00:00:00-04:00,228.72,229.31
crm,2021-05-31 00:00:00-04:00,220.94,220.29
crm,2021-06-30 00:00:00-04:00,240.48,240.84
crm,2021-07-31 00:00:00-04:00,244.44,244.07
crm,2021-08-31 00:00:00-04:00,252.59,252.93
crm,2021-09-30 00:00:00-04:00,264.64,264.92
crm,2021-10-31 00:00:00-04:00,284.8,285.61
crm,2021-11-30 00:00:00-05:00,301.49,301.0
crm,2021-12-31 00:00:00-05:00,258.32,257.47
crm,2022-01-31 00:00:00-05:00,228.69,228.09
crm,2022-02-28 00:00:00-05:00,211.3,211.0
crm,2022-03-31 00:00:00-04:00,208.24,207.5
crm,2022-04-30 00:00:00-04:00,192.13,190.45
crm,2022-05-31 00:00:00-04:00,165.28,165.14
crm,2022-06-30 00:00:00-04:00,175.08,175.14
crm,2022-07-31 00:00:00-04:00,173.08,174.16
crm,2022-08-31 00:00:00-04:00,181.25,181.02
crm,2022-09-30 00:00:00-04:00,152.48,152.64
crm,2022-10-31 00:00:00-04:00,153.01,153.67
crm,2022-11-30 00:00:00-05:00,151.71,151.55
crm,2022-12-31 00:00:00-05:00,132.44,132.54
crm,2023-01-31 00:00:00-05:00,149.08,150.53
crm,2023-02-28 00:00:00-05:00,167.29,167.98
crm,2023-03-31 00:00:00-04:00,185.24,185.67
crm,2023-04-30 00:00:00-04:00,194.78,194.91
crm,2023-05-31 00:00:00-04:00,204.72,205.36
crm,2023-06-30 00:00:00-04:00,211.42,211.32
csco,2018-06-30 00:00:00-04:00,37.27,37.26
csco,2018-07-31 00:00:00-04:00,36.87,36.84
csco,2018-08-31 00:00:00-04:00,38.81,38.96
csco,2018-09-30 00:00:00-04:00,41.22,41.28
csco,2018-10-31 00:00:00-04:00,40.35,40.17
csco,2018-11-30 00:00:00-05:00,40.26,40.25
csco,2018-12-31 00:00:00-05:00,39.43,39.15
csco,2019-01-31 00:00:00-05:00,38.81,38.98
csco,2019-02-28 00:00:00-05:00,42.77,42.93
csco,2019-03-31 00:00:00-04:00,46.15,46.19
csco,2019-04-30 00:00:00-04:00,49.36,49.44
csco,2019-05-31 00:00:00-04:00,47.85,47.87
csco,2019-06-30 00:00:00-04:00,49.29,49.23
csco,2019-07-31 00:00:00-04:00,50.61,50.58
csco,2019-08-31 00:00:00-04:00,44.49,44.23
csco,2019-09-30 00:00:00-04:00,43.69,43.68
csco,2019-10-31 00:00:00-04:00,42.21,42.09
csco,2019-11-30 00:00:00-05:00,41.67,41.67
csco,2019-12-31 00:00:00-05:00,41.22,41.2
csco,2020-01-31 00:00:00-05:00,43.33,43.29
csco,2020-02-29 00:00:00-05:00,41.77,41.66
csco,2020-03-31 00:00:00-04:00,34.06,34.38
csco,2020-04-30 00:00:00-04:00,37.88,37.85
csco,2020-05-31 00:00:00-04:00,39.84,39.88
csco,2020-06-30 00:00:00-04:00,42.22,42.11
csco,2020-07-31 00:00:00-04:00,42.69,42.7
csco,2020-08-31 00:00:00-04:00,40.63,40.67
csco,2020-09-30 00:00:00-04:00,36.72,36.67
csco,2020-10-31 00:00:00-04:00,35.95,35.86
csco,2020-11-30 00:00:00-05:00,37.12,37.13
csco,2020-12-31 00:00:00-05:00,41.14,41.28
csco,2021-01-31 00:00:00-05:00,41.97,42.11
csco,2021-02-28 00:00:00-05:00,43.37,43.49
csco,2021-03-31 00:00:00-04:00,45.47,45.7
csco,2021-04-30 00:00:00-04:00,48.78,48.76
csco,2021-05-31 00:00:00-04:00,49.33,49.48
csco,2021-06-30 00:00:00-04:00,50.35,50.31
csco,2021-07-31 00:00:00-04:00,51.16,51.21
csco,2021-08-31 00:00:00-04:00,53.91,54.1
csco,2021-09-30 00:00:00-04:00,54.48,54.26
csco,2021-10-31 00:00:00-04:00,52.71,52.72
csco,2021-11-30 00:00:00-05:00,53.5,53.64
